"LIST-ID","occups"
"516771","lecticarius"
"516772","mensor"
"516777","unctor"
"516778","argentarius"
"516781","aurufex"
"516782","aurificus"
"516782","aurificus"
"516783","aurifex"
"516784","centonarius"
"516790","horrearius"
"516794","medicus"
"516795","mercator"
"516796","negotians"
"516796","vinarius"
"516797","ornatrix"
"516797","tonsor"
"516799","pictor"
"516800","plumbarius"
"516803","tonsillaria"
"516838","factor"
"516846","negotians"
"516864","vestiarius"
"516865","ornatrix"
"516866","pistor"
"516879","faber tignarius"
"516879","scriba"
"516880","parasitus"
"516883","mensor"
"516893","faber tignarius"
"516909","medicus"
"517090","scriba"
"517129","curator"
"517130","curator"
"517209","pistor"
"517248","piscator"
"517248","urinator"
"517255","curator"
"517363","negotians"
"517384","curator"
"517392","curator"
"517448","curator"
"517482","curator"
"517483","curator"
"517484","curator"
"517485","curator"
"517486","curator"
"517487","curator"
"517488","curator"
"517495","curator"
"517500","curator"
"517501","aerarius"
"517521","curator"
"517521","curator"
"517521","curator"
"517521","curator"
"517527","architectus"
"517527","faber"
"517569","navalis"
"517688","curator"
"517691","curator"
"517695","curator"
"517698","curator"
"517707","curator"
"517719","curator"
"517725","scholasticus"
"517727","curator"
"517728","aerarius"
"517728","curator"
"517731","curator"
"517737","curator"
"517739","curator"
"517742","aerarius"
"517742","curator"
"517742","curator"
"517742","curator"
"517743","aerarius"
"517745","curator"
"517753","curator"
"517755","curator"
"517759","curator"
"517759","navalis"
"517761","curator"
"517764","curator"
"517765","curator"
"517778","aerarius"
"517779","curator"
"517786","curator"
"517791","curator"
"517796","curator"
"517797","curator"
"517806","curator"
"517809","curator"
"517813","curator"
"517813","curator"
"517815","curator"
"517818","curator"
"517821","curator"
"517822","curator"
"517823","curator"
"517825","curator"
"517829","curator"
"517832","curator"
"517837","curator"
"517843","curator"
"517843","curator"
"517843","curator"
"517844","curator"
"517844","curator"
"517847","curator"
"517849","curator"
"517850","curator"
"517850","curator"
"517850","curator"
"517851","curator"
"517854","curator"
"517856","curator"
"517859","curator"
"517859","curator"
"517859","curator"
"517862","curator"
"517878","curator"
"517879","negotiator"
"517884","curator"
"517885","curator"
"517886","curator"
"517887","curator"
"517888","curator"
"517888","curator"
"517889","curator"
"517908","curator"
"517921","scriba"
"517943","curator"
"517952","suarius"
"517953","tabernarius"
"517954","gallicarius"
"517954","tabernarius"
"517954","lupinarius"
"517954","monetarius"
"517954","vestifex"
"517954","olitor"
"517954","fullo"
"517955","tabernarius"
"517959","aerarius"
"518014","caudicarius"
"518014","piscator"
"518140","gallinarius"
"518162","aurufex"
"518197","scriba"
"518207","curator"
"518207","curator"
"518232","scholasticus"
"518233","curator"
"518258","redemptor"
"518262","faber tignarius"
"518319","cocus"
"518320","faber"
"518325","medicus"
"518326","ocularius"
"518326","medicus"
"518327","medicus"
"518328","medicus"
"518329","medicus"
"518330","ocularius"
"518330","medicus"
"518332","medicus"
"518333","ocularius"
"518333","medicus"
"518394","pernarius"
"518523","mulionus"
"518524","cocus"
"518533","candidator"
"518533","inaurator"
"518534","candidator"
"518542","frumentarius"
"518551","aerarius"
"518551","scriba"
"518551","poeta"
"518551","sutor"
"518561","scriba"
"518574","mulionus"
"518575","mulionus"
"518737","pantomimus"
"518784","pistor"
"518784","pistor"
"518794","aerarius"
"518820","medicus"
"518854","curator"
"518889","curator"
"518889","curator"
"518896","faber argentarius"
"518903","purpurarius"
"518909","materiarius"
"518920","vestitor"
"518931","scriba"
"518939","coronarius"
"518939","pictor"
"518941","structor"
"518963","pictor"
"518989","aerarius"
"519031","scriba"
"519041","olearius"
"519066","curator"
"519069","specularius"
"519070","aerarius"
"519070","aerarius"
"519071","aerarius"
"519162","artifex"
"519166","artifex"
"519187","curator"
"519198","gladiator"
"519199","gladiator"
"519200","curator"
"519201","dendrophorus"
"519227","faber"
"519251","faber"
"519293","medicus"
"519325","curator"
"519364","curator"
"519364","curator"
"519364","curator"
"519364","curator"
"519364","curator"
"519364","curator"
"519365","curator"
"519365","curator"
"519365","curator"
"519365","curator"
"519376","scaenicus"
"519383","ephippiarius"
"519388","pomarius"
"519437","copo"
"519438","curator"
"519438","curator"
"519440","faber"
"519447","curator"
"519449","faber"
"519461","curator"
"519461","curator"
"519462","aerarius"
"519462","aerarius"
"519462","curator"
"519478","faber"
"519484","curator"
"519561","curator"
"519575","nauclerus"
"519620","sutor"
"519651","faber"
"519660","curator"
"519666","curator"
"519687","aerarius"
"519697","aerarius"
"519699","curator"
"519699","curator"
"519705","faber"
"519708","faber"
"519721","statuarius"
"519721","scalptor"
"519740","scriba"
"519768","cocus"
"519770","aerarius"
"519772","lupinarius"
"519790","aerarius"
"519794","curator"
"519794","curator"
"519820","scriba"
"519840","curator"
"519915","arcarius"
"520014","curator"
"520144","curator"
"520150","curator"
"520153","medicus"
"520178","curator"
"520181","medicus"
"520311","faber"
"520315","vexillarius"
"520328","nummularius"
"520349","faber"
"520359","gladiarius"
"520369","navicularius"
"520369","navicularius"
"520369","navicularius"
"520487","frumentarius"
"520487","frumentarius"
"520500","cornicen"
"520501","cornicen"
"520505","salarius"
"520510","sagittarius"
"520524","sagittarius"
"520532","scaenicus"
"520537","sagittarius"
"520548","faber"
"520580","curator"
"520592","sagittarius"
"520593","sagittarius"
"520594","sagittarius"
"520595","sagittarius"
"520600","curator"
"520600","curator"
"520638","conditor"
"520645","faber"
"520720","curator"
"520758","sagittarius"
"520815","scutarius"
"520831","vexillarius"
"520849","vascularius"
"520849","faber"
"520850","faber"
"520869","circitor"
"520881","negotiator"
"520895","centonarius"
"520898","curator"
"520903","curator"
"520905","faber"
"520933","faber"
"520935","centonarius"
"520935","faber"
"520936","curator"
"520942","curator"
"520960","curator"
"520971","nauta"
"520972","curator"
"520974","curator"
"520975","faber"
"520977","curator"
"520988","nauta"
"520993","centonarius"
"520993","curator"
"521027","albarius"
"521049","faber"
"521051","medicus"
"521056","mercator"
"521096","sagarius"
"521171","architectus"
"521171","faber"
"521202","centonarius"
"521203","faber"
"521211","tonsor"
"521232","faber centonarius"
"521232","navicularius"
"521232","curator"
"521237","faber"
"521242","curator"
"521271","centonarius"
"521281","mulionus"
"521292","curator"
"521306","curator"
"521312","centonarius"
"521312","faber"
"521322","faber"
"521335","arcarius"
"521385","curator"
"521553","lanarius"
"521561","curator"
"521563","lotor"
"521571","abietarius"
"521572","vestiarius"
"521593","scriba"
"521617","curator"
"521618","faber"
"521620","unctor"
"521621","medicus"
"521624","curator"
"521634","centonarius"
"521635","centonarius"
"521635","faber"
"521642","argentarius"
"521642","coactor"
"521704","negotiator"
"521718","curator"
"521719","negotiator"
"521727","vestiarius"
"521730","emporus"
"521742","curator"
"521743","curator"
"521757","faber aciarius"
"521834","nauta"
"521845","carminator"
"521845","lanarius"
"521846","aerarius"
"521846","faber"
"521860","faber"
"521869","dendrophorus"
"521869","curator"
"521869","curator"
"521869","faber"
"521870","dendrophorus"
"521870","curator"
"521870","curator"
"521870","faber"
"521905","infector"
"521912","pectinarius"
"521950","centonarius"
"521950","faber"
"521975","centonarius"
"521975","curator"
"521975","faber"
"521975","faber"
"521984","frumentarius"
"522022","curator"
"522027","faber"
"522029","curator"
"522037","faber centonarius"
"522037","dendrophorus"
"522037","faber"
"522039","faber"
"522040","aerarius"
"522048","curator"
"522069","faber"
"522070","nauta"
"522115","aerarius"
"522117","curator"
"522117","faber"
"522151","aerarius"
"522160","aerarius"
"522160","curator"
"522160","faber"
"522167","curator"
"522173","faber"
"522182","navicularius"
"522184","faber"
"522184","faber"
"522191","faber"
"522252","dendrophorus"
"522253","curator"
"522253","faber"
"522255","curator"
"522284","iumentarius"
"522300","negotiator"
"522315","curator"
"522317","conditor"
"522318","conditor"
"522329","curator"
"522329","faber"
"522351","centonarius"
"522381","curator"
"522382","aerarius"
"522385","faber"
"522385","faber"
"522386","faber"
"522391","faber"
"522415","sarsor"
"522436","centonarius"
"522447","tinctor"
"522448","iumentarius"
"522450","plombarius"
"522458","curator"
"522475","curator"
"522495","architectus"
"522497","caelator"
"522500","faber"
"522501","vestiarius"
"522522","vitor"
"522529","centonarius"
"522534","centonarius"
"522534","aerarius"
"522602","ornatrix"
"522625","nauta"
"522653","mesor"
"522715","opifex"
"522717","medicus"
"522838","sarcinatrix"
"522838","sutor"
"522864","gladiator"
"522864","gladiator"
"522865","medicus"
"522888","curator"
"522900","curator"
"522948","intestinus"
"522955","aerarius"
"522955","salarius"
"522955","curator"
"522959","officinator"
"522982","ornator"
"523012","nauta"
"523084","olearius"
"523096","conditor"
"523153","frumentarius"
"523324","negotiator"
"523324","curator"
"523334","faber"
"523428","argentarius"
"523449","negotiator"
"523453","sagittarius"
"523454","sagittarius"
"523456","sagittarius"
"523462","lanius"
"523472","sagittarius"
"523473","sagittarius"
"523536","vexillarius"
"523539","vexillarius"
"523539","lignarius"
"523543","circitor"
"523577","cornicen"
"523731","dolabrarius"
"523877","copo"
"523903","faber"
"523909","sculptor"
"523938","cornicen"
"524323","negotiator"
"524323","cretarius"
"524337","copo"
"524352","architectus"
"524736","arcarius"
"524954","macellarius"
"524954","caupo"
"524979","anularius"
"525038","curator"
"525146","faber"
"525176","architectus"
"525358","curator"
"525502","curator"
"525615","vector"
"525866","sagittarius"
"411","curator"
"415","curator"
"415","faber"
"416","curator"
"690","mercator"
"859","cornicen"
"911","curator"
"1221","curator"
"1230","curator"
"1248","curator"
"1251","curator"
"1264","curator"
"1267","vexillarius"
"1268","curator"
"1268","scriba"
"1270","curator"
"1402","exceptor"
"1597","faber"
"1600","faber"
"1601","curator"
"1606","vestiarius"
"1654","lanarius"
"1655","ocularius"
"1655","medicus"
"1667","athleta"
"1917","figulus"
"1989","medicus"
"2118","negotians"
"2124","figulus"
"2267","centonarius"
"2270","carminator"
"2270","lanarius"
"2330","figulus"
"2331","centonarius"
"2385","scriptor"
"2391","scriptor"
"2423","architectus"
"2425","exceptor"
"2425","scriba"
"2592","faber"
"2593","architectus"
"2597","tabernarius"
"2664","medicus"
"2791","agricola"
"2814","faber"
"2984","centonarius"
"3127","curator"
"3127","curator"
"3154","harenarius"
"3154","negotians"
"3154","lanarius"
"3158","copo"
"3159","medicus"
"3160","vestiarius"
"3160","vestiarius"
"3161","vestiarius"
"3203","possessor"
"3413","vestiarius"
"3460","tonsor"
"3599","cornicen"
"3605","dendrophorus"
"3605","centonarius"
"3605","centonarius"
"3605","faber"
"3614","nummularius"
"3615","purpurarius"
"3616","retiarius"
"3617","tonsor"
"3677","possessor"
"3779","circitor"
"3809","sacomarius"
"3833","faber"
"3834","cornicen"
"3835","faber"
"3836","faber"
"3843","curator"
"3843","faber"
"3847","aerarius"
"3848","anularius"
"4045","scriptor"
"4050","dendrophorus"
"4050","centonarius"
"4067","aerarius"
"4068","possessor"
"4071","curator"
"4078","medicus"
"4079","coronarius"
"4103","faber"
"4106","scriba"
"4130","faber"
"4149","scriba"
"4153","scriba"
"4169","centonarius"
"4169","faber"
"4170","centonarius"
"4171","faber"
"4171","faber"
"4171","faber"
"4172","faber"
"4172","faber"
"4172","faber"
"4177","faber"
"4178","centonarius"
"4180","nauta"
"4181","faber navalis"
"4298","possessor"
"4298","medicus"
"4298","factor"
"4307","curator"
"4329","argentarius"
"4330","argentarius"
"4336","argentarius"
"4337","argentarius"
"4360","pistor"
"4364","horrearius"
"4376","argentarius"
"4552","faber"
"4564","centonarius"
"4595","negotiator"
"4740","marmorarius"
"4742","vestiarius"
"4747","faber"
"4748","centonarius"
"4748","faber"
"4927","negotians"
"4938","faber centonarius"
"4938","dendrophorus"
"4939","centonarius"
"4940","centonarius"
"4940","curator"
"4940","faber"
"4945","curator"
"4946","centonarius"
"4947","faber"
"4951","salinator"
"4952","salinator"
"4967","tignarius"
"4968","faber"
"4969","centonarius"
"4969","faber"
"4977","curator"
"4977","curator"
"4980","curator"
"4981","centonarius"
"4981","faber"
"5143","figulus"
"5351","figulus"
"5413","figulus"
"5414","figulus"
"5426","figulus"
"5548","redemptor"
"5558","dendrophorus"
"5558","curator"
"5558","faber"
"5619","argentarius"
"5619","argentarius"
"5634","curator"
"5727","curator"
"5770","aerarius"
"5773","faber"
"5774","faber"
"5776","faber"
"6084","curator"
"6121","faber"
"6126","molendarius"
"6128","molendarius"
"6128","laniarius"
"6130","faber"
"6132","faber"
"6144","structor"
"6146","structor"
"6147","faber"
"6210","frumentarius"
"6211","frumentarius"
"6485","curator"
"6642","curator"
"6652","holitor"
"6668","curator"
"6957","curator"
"7054","curator"
"7357","faber"
"7357","faber"
"7370","curator"
"7422","curator"
"7592","lucernarius"
"7642","vestiarius"
"7676","faber"
"7988","navicularius"
"8141","aedifex"
"8187","porcinarius"
"8285","curator"
"8288","curator"
"8381","curator"
"8428","curator"
"8428","curator"
"8486","curator"
"8544","curator"
"8578","curator"
"8589","curator"
"8604","curator"
"8605","conditor"
"8671","curator"
"8679","columnarius"
"8706","scaenicus"
"8708","scaenicus"
"8713","curator"
"8713","curator"
"8715","scaenicus"
"8726","curator"
"8734","curator"
"8781","scaenicus"
"8875","curator"
"8876","curator"
"8877","curator"
"9162","curator"
"9167","scaenicus"
"9167","curator"
"9266","scriba"
"9290","conditor"
"9318","ornator"
"9465","conditor"
"9471","curator"
"9472","curator"
"9477","sutor"
"9479","faber"
"9481","curator"
"9522","mensor"
"10134","sarcinatrix"
"10159","curator"
"10305","navicularius"
"10333","curator"
"10423","curator"
"10427","conditor"
"10489","curator"
"10541","mensor"
"10542","mensor"
"10543","agrimensor"
"10813","mensor"
"10814","mensor"
"10815","chorographus"
"10816","faber"
"10821","arcarius"
"10822","medicus"
"10823","medicus"
"10824","medicus"
"11293","exceptor"
"14027","lecticarius"
"14028","venator"
"14029","venator"
"14037","gladiator"
"14140","aerarius"
"14158","coriarius"
"14258","medicus"
"14259","mensor"
"14928","possessor"
"15550","venator"
"15550","venator"
"15577","medicus"
"15580","lavator"
"15589","nauta"
"15600","argentarius"
"17035","gladiator"
"17035","gladiator"
"17183","aerarius"
"17184","architectus"
"17188","scaenicus"
"17250","aurifex"
"17251","aurifex"
"17556","curator"
"17556","faber"
"17556","faber"
"17745","medicus"
"18290","structor"
"18357","curator"
"18898","curator"
"18900","curator"
"18901","curator"
"18902","scaenicus"
"18956","faber"
"18957","dendrophorus"
"18984","curator"
"18993","scaenicus"
"19042","scaenicus"
"19049","curator"
"19050","curator"
"19058","scaenicus"
"19061","medicus"
"19061","faber"
"19069","curator"
"19070","curator"
"19071","scaenicus"
"19072","scaenicus"
"19073","scaenicus"
"19100","scaenicus"
"19130","pictor"
"19803","curator"
"20659","curator"
"20660","curator"
"20729","curator"
"20764","curator"
"20812","curator"
"21029","scriba"
"21123","curator"
"21126","curator"
"21140","curator"
"21296","curator"
"21303","curator"
"21306","curator"
"21957","scaenicus"
"21961","curator"
"22106","curator"
"22372","curator"
"22582","curator"
"22666","curator"
"22669","curator"
"22706","curator"
"22709","curator"
"22711","curator"
"22712","curator"
"22713","curator"
"22715","curator"
"22732","curator"
"22751","curator"
"22754","curator"
"22758","curator"
"22760","curator"
"22770","curator"
"22782","curator"
"23004","curator"
"23049","curator"
"23533","albarius"
"23649","structor"
"23845","curator"
"24310","redemptor"
"24785","vexillarius"
"25243","arcarius"
"25329","conditor"
"25386","curator"
"25508","curator"
"25621","curator"
"25644","curator"
"25686","curator"
"25687","curator"
"25738","curator"
"25759","medicus"
"25864","scriptor"
"26102","curator"
"26499","curator"
"26760","curator"
"26783","artifex"
"27134","faber"
"27134","faber"
"27325","curator"
"27374","curator"
"27404","curator"
"27493","testarius"
"27585","curator"
"27589","artifex"
"27589","curator"
"27589","tector"
"27614","curator"
"27615","curator"
"28290","curator"
"28383","sagittarius"
"28407","conditor"
"28408","conditor"
"28415","conditor"
"28444","curator"
"28445","curator"
"28446","curator"
"28447","curator"
"28449","aerarius"
"28540","curator"
"28541","fullo"
"28986","scaenicus"
"29099","conditor"
"29099","conditor"
"29262","aerarius"
"29302","arcarius"
"29542","sutor"
"29600","transvectuarius"
"29600","navicularius"
"29600","curator"
"29600","curator"
"29601","transvectuarius"
"29601","navicularius"
"29624","medicus"
"29728","curator"
"29732","curator"
"29966","curator"
"29983","scaenicus"
"30077","curator"
"30195","curator"
"30276","curator"
"30277","curator"
"30288","curator"
"30382","scaenicus"
"30387","curator"
"30388","curator"
"30472","mensor"
"30521","curator"
"30599","scaenicus"
"30623","curator"
"30725","curator"
"30830","medicus"
"30918","medicus"
"31247","scaenicus"
"31263","curator"
"31264","curator"
"31329","curator"
"31329","curator"
"31503","decanus"
"32017","navicularius"
"32018","vestiarius"
"32057","navicularius"
"32057","arcarius"
"32358","curator"
"32359","curator"
"32373","curator"
"32377","artifex"
"32384","artifex"
"32643","vexillarius"
"32674","scaenicus"
"32674","aerarius"
"32676","faber"
"32691","armamentarius"
"32694","forensis"
"33175","curator"
"33415","curator"
"33416","curator"
"33419","curator"
"33431","conditor"
"33453","scaenicus"
"34072","frumentarius"
"34113","scaenicus"
"34213","scaenicus"
"34218","curator"
"34236","curator"
"34238","laquearius"
"34238","curator"
"34263","multiciarius"
"34303","gladiator"
"34331","curator"
"34398","centonarius"
"34398","subaedianus"
"34419","possessor"
"34529","curator"
"34532","curator"
"34533","curator"
"34535","scaenicus"
"34642","curator"
"34678","mimus"
"34706","scaenicus"
"34706","curator"
"34864","aerarius"
"34904","dendrophorus"
"34904","dendrophorus"
"34905","centonarius"
"35146","fullo"
"35192","arcarius"
"35198","curator"
"35235","curator"
"35327","faber"
"35340","faber"
"35352","horrearius"
"35368","curator"
"35376","factor"
"35383","parasitus"
"35389","curator"
"35389","curator"
"35390","curator"
"35391","curator"
"35393","curator"
"35400","sagittarius"
"35400","conditor"
"35400","conditor"
"35415","mensor"
"35417","faber"
"35420","curator"
"35421","medicus"
"35422","curator"
"35422","faber"
"35448","scriba"
"35448","faber"
"35450","faber"
"35459","faber"
"35465","poeta"
"35474","curator"
"35504","gladiator"
"35506","curator"
"35508","nummularius"
"35508","nummularius"
"35511","mercator"
"35512","pectenarius"
"35513","vestiarius"
"35514","mercator"
"35514","mercator"
"35515","medicus"
"35516","medicus"
"35517","carbonarius"
"35520","tibicinus"
"35520","artifex"
"35521","vascularius"
"35522","tector"
"35523","tector"
"35524","aerarius"
"35740","restio"
"35874","curator"
"35896","possessor"
"35927","curator"
"35929","curator"
"35950","curator"
"35950","curator"
"35950","curator"
"35984","possessor"
"36012","curator"
"36025","professor"
"36025","salarius"
"36025","salarius"
"36055","pantomimus"
"36156","marmorarius"
"36222","negotiator"
"36502","anularius"
"36635","copo"
"36644","topiarius"
"36699","gladiarius"
"36856","lanipendia"
"36871","lanarius"
"36902","pantomimus"
"36906","argentarius"
"36937","textor"
"37026","curator"
"37040","mercator"
"37231","frumentarius"
"37267","negotians"
"37268","negotiator"
"37519","architectus"
"37549","possessor"
"37696","faber"
"37699","medicus"
"37702","medicus"
"37909","faber"
"37916","cocus"
"37925","curator"
"37980","sagarius"
"38027","curator"
"38044","mensor"
"38049","lanarius"
"38050","medicus"
"38195","faber"
"38199","dendrophorus"
"38307","curator"
"38312","curator"
"38314","fabricator"
"38315","curator"
"38319","faber"
"38329","pecuarius"
"38337","curator"
"38346","curator"
"38346","curator"
"38349","navigans"
"38378","scriba"
"38538","copo"
"38586","possessor"
"38587","possessor"
"38604","arcarius"
"38634","medicus"
"38634","medicus"
"38645","dendrophorus"
"38798","aerarius"
"38812","faber"
"38814","capulator"
"38816","curator"
"38907","curator"
"38918","faber"
"38958","curator"
"38991","negotiator"
"38991","suarius"
"39051","possessor"
"39279","arcarius"
"39283","curator"
"39318","curator"
"39369","arcarius"
"39369","mensor"
"39391","curator"
"39600","faber"
"39619","figulus"
"40091","curator"
"40105","faber"
"40259","aerarius"
"40263","curator"
"40269","curator"
"40284","aquarius"
"40289","retiarius"
"40290","sagittarius"
"40290","essedarius"
"40290","retiarius"
"40290","scissor"
"40291","medicus"
"40293","negotiator"
"40294","medicus"
"40295","unguentarius"
"40355","dissignator"
"40556","faber"
"40589","lanius"
"40812","sintoniacus"
"40815","mercator"
"40815","suarius"
"40815","faber"
"40936","marmorarius"
"41275","marmorarius"
"41506","curator"
"41509","lanipendia"
"41574","vitriarius"
"41574","artifex"
"42194","medicus"
"42200","faber"
"42211","negotiator"
"42216","linarius"
"42217","medicus"
"42218","pictor"
"42219","negotiator"
"42219","scaenicus"
"42320","cuparius"
"43011","purpurarius"
"43026","curator"
"43029","lorarius"
"43180","soliarius"
"43252","acucularius"
"43253","negotiator artis vestiariae"
"46080","marmorarius"
"46406","negotiator"
"46473","vestiarius"
"48065","artifex"
"48356","nummularius"
"51522","vitriarius"
"51522","artifex"
"52091","essedarius"
"52199","lanio"
"52208","curator"
"52209","curator"
"52210","curator"
"52219","curator"
"52229","curator"
"52744","figulus"
"52757","figulus"
"52758","figulus"
"53102","vascularius"
"53511","faber tignarius"
"54122","mimus"
"54122","mimus"
"54380","cornicen"
"54765","faber tignarius"
"55023","venator"
"55418","lapidarius"
"55418","structor"
"55431","faber"
"55432","faber"
"55433","faber"
"55434","faber"
"55443","manupretiarius"
"55444","nummularius"
"55925","marmorarius"
"56288","curator"
"57597","aerarius"
"57621","vexillarius"
"58312","curator"
"58455","faber"
"58648","frumentarius"
"58648","frumentarius"
"58656","curator"
"58662","arcarius"
"58664","arcarius"
"58671","frumentarius"
"58679","arcarius"
"58713","redemptor"
"58754","faber"
"58755","arcarius"
"58756","acceptor"
"58763","frumentarius"
"58777","arcarius"
"58830","aerarius"
"58846","curator"
"58895","faber intestinarius"
"58895","auricaesor"
"58895","caligarius"
"58895","lapidarius"
"58895","operarius"
"58895","operarius"
"58895","lanarius"
"58895","structor"
"58895","artifex"
"58895","linteo"
"58895","sector"
"58895","fullo"
"59080","faber"
"59081","curator"
"59083","curator"
"59100","conditor"
"59101","conditor"
"59137","pistor"
"59217","curator"
"59223","conditor"
"59224","conditor"
"59279","faber intestinarius"
"59279","faber ferrarius"
"59279","faber tignarius"
"59279","calcis coctor"
"59279","carpentarius"
"59279","tessellarius"
"59279","marmorarius"
"59279","parietarius"
"59279","lapidarius"
"59279","operarius"
"59279","musarius"
"59279","naupegus"
"59279","structor"
"59279","pictor"
"59279","pictor"
"59279","pistor"
"59304","conditor"
"59337","pistor"
"59469","frumentarius"
"59499","faber"
"59512","curator"
"59595","faber"
"59626","figulus"
"59669","faber"
"59735","possessor"
"59914","scriba"
"59976","pollio"
"60270","marmorarius"
"60285","ornatrix"
"60777","medicus"
"60829","medicus"
"60830","medicus"
"61004","artifex"
"61046","agrimensor"
"61046","agrimensor"
"61046","agrimensor"
"61046","agrimensor"
"61046","agrimensor"
"61046","agrimensor"
"61046","agrimensor"
"61046","agrimensor"
"61185","faber"
"61189","ocularius"
"61189","medicus"
"61469","scriptor"
"61472","curator"
"61515","curator"
"61579","aerarius"
"61579","aerarius"
"61579","scriba"
"61579","scriba"
"61579","scriba"
"61579","scriba"
"61579","scriba"
"61748","gladiator"
"61899","aerarius"
"61899","aerarius"
"62018","candidator"
"62018","aerarius"
"62018","aerarius"
"62372","redemptor"
"62412","medicus"
"62595","athleta"
"62638","scaenicus"
"62660","curator"
"62660","curator"
"62746","scaenicus"
"62753","curator"
"62754","curator"
"62758","curator"
"62767","serrarius"
"62770","curator"
"62900","sagittarius"
"63144","salarius"
"63148","centonarius"
"63154","scriptor"
"63159","confector"
"63161","lyntrarius"
"63161","lyntrarius"
"63162","scapharius"
"63231","medicus"
"63264","curator"
"63284","harenarius"
"63564","pistor"
"63595","curator"
"63651","scaenicus"
"64259","sagittarius"
"64304","curator"
"65494","copo"
"65702","circitor"
"65705","vexillarius"
"65777","copo"
"65889","possessor"
"68982","cocus"
"70329","cocus"
"71627","curator"
"72559","circitor"
"72591","faber"
"72645","officinator"
"73008","loricarius"
"73008","loricarius"
"73134","copo"
"74015","medicus"
"74181","negotiator"
"74331","medicus"
"74332","curator"
"74567","gladiator"
"77015","negotiator vestiarius"
"77044","vestiarius"
"77153","holitor"
"77154","medicus"
"77156","nauta"
"77157","negotiator"
"77326","fictiliarius"
"77664","negotiator"
"77665","negotiator"
"77707","medicus"
"77729","vexillarius"
"78143","metator"
"78150","vestiarius"
"78798","copo"
"78803","copo"
"78912","seplasiarius"
"78912","negotiator"
"79021","medicus"
"79299","curator"
"79850","redemptor"
"80299","vitriarius"
"80299","artifex"
"80300","vitriarius"
"80300","artifex"
"80301","vitriarius"
"80301","artifex"
"80643","cellarius"
"80733","arcarius"
"80733","artifex"
"80997","macellarius"
"80997","caupo"
"81879","arenarius"
"85696","medicus"
"87322","argentarius"
"87445","architectus"
"87528","argentarius"
"87531","argentarius"
"87580","argentarius"
"87673","argentarius"
